iter	Passed	Remaining
402	14306	38943
403	14358	38954
404	14394	38917
405	14428	38879
406	14463	38841
407	14497	38801
408	14531	38761
409	14568	38730
410	14603	38695
411	14621	38612
412	14656	38574
413	14693	38544
414	14731	38513
415	14764	38473
416	14801	38440
417	14835	38402
418	14872	38369
419	14906	38332
420	14941	38294
421	14977	38258
422	15012	38222
423	15047	38185
424	15079	38143
425	15112	38101
426	15146	38061
427	15180	38021
428	15213	37979
429	15246	37939
430	15280	37899
431	15316	37865
432	15351	37829
433	15385	37791
434	15421	37756
435	15454	37715
436	15489	37677
437	15524	37641
438	15558	37601
439	15593	37566
440	15639	37557
441	15681	37536
442	15718	37503
443	15751	37463
444	15786	37426
445	15818	37383
446	15853	37345
447	15899	37334
448	15938	37307
449	15969	37262
450	16001	37219
451	16039	37187
452	16071	37146
453	16110	37117
454	16145	37080
455	16178	37040
456	16210	36997
457	16244	36958
458	16277	36917
459	16309	36874
460	16350	36850
461	16389	36824
462	16426	36790
463	16460	36753
464	16495	36714
465	16527	36672
466	16560	36631
467	16594	36593
468	16630	36559
469	16665	36521
470	16701	36487
471	16740	36461
472	16776	36425
473	16810	36386
474	16843	36346
475	16879	36311
476	16912	36271
477	16945	36231
478	16981	36195
479	17014	36155
480	17048	36117
481	17082	36077
482	17115	36038
483	17149	36000
484	17186	35966
485	17219	35928
486	17253	35889
487	17290	35855
488	17323	35816
489	17357	35778
490	17395	35747
491	17429	35710
492	17456	35656
493	17489	35616
494	17527	35586
495	17561	35548
496	17598	35515
497	17633	35478
498	17666	35438
499	17700	35400
500	17734	35363
501	17771	35330
502	17807	35295
503	17843	35261
504	17881	35231
505	17916	35194
506	17950	35157
507	17987	35125
508	18021	35086
509	18093	35123
510	18139	35108
511	18180	35083
512	18219	35053
513	18256	35021
514	18294	34990
515	18330	34955
516	18371	34930
517	18408	34897
518	18445	34864
519	18483	34834
520	18517	34796
521	18555	34764
522	18590	34728
523	18628	34697
524	18663	34661
525	18695	34618
526	18743	34605
527	18784	34579
528	18818	34541
529	18854	34507
530	18889	34471
531	18926	34437
532	18961	34400
533	18994	34360
534	19023	34313
535	19059	34278
536	19096	34244
537	19132	34210
538	19168	34176
539	19203	34140
540	19240	34107
541	19276	34071
542	19312	34037
543	19350	34005
544	19388	33973
545	19425	33941
546	19463	33910
547	19499	33875
548	19537	33844
549	19573	33809
550	19610	33775
551	19649	33745
552	19686	33712
553	19722	33677
554	19756	33639
555	19791	33602
556	19831	33575
557	19866	33537
558	19905	33508
559	19942	33475
560	19981	33444
561	20016	33407
562	20050	33369
563	20084	33331
564	20125	33305
565	20164	33274
566	20198	33237
567	20257	33238
568	20305	33224
569	20342	33191
570	20378	33154
571	20415	33121
572	20449	33083
573	20481	33041
574	20514	33002
575	20553	32970
576	20594	32943
577	20629	32906
578	20663	32869
579	20698	32831
580	20733	32794
581	20767	32757
582	20805	32724
583	20841	32689
584	20877	32654
585	20916	32623
586	20949	32584
587	20985	32549
588	21024	32518
589	21058	32480
590	21090	32439
591	21122	32397
592	21156	32358
593	21191	32323
594	21228	32289
595	21267	32258
596	21302	32221
597	21343	32194
598	21381	32160
599	21414	32122
600	21447	32081
601	21482	32045
602	21528	32024
603	21577	32008
604	21619	31982
605	21655	31947
606	21693	31915
607	21729	31879
608	21765	31844
609	21799	31805
610	21837	31773
611	21874	31739
612	21909	31702
613	21944	31665
614	21978	31628
615	22013	31590
616	22047	31552
617	22082	31515
618	22115	31476
619	22157	31449
620	22194	31414
621	22230	31380
622	22267	31346
623	22303	31310
624	22339	31274
625	22375	31239
626	22408	31200
627	22444	31165
628	22498	31154
629	22537	31123
630	22572	31085
631	22610	31053
632	22643	31014
633	22677	30975
634	22713	30940
635	22753	30910
636	22790	30876
637	22829	30845
638	22867	30811
639	22904	30778
640	22939	30741
641	22974	30704
642	23009	30666
643	23046	30633
644	23085	30601
645	23124	30570
646	23160	30534
647	23197	30500
648	23234	30466
649	23271	30432
650	23307	30396
651	23345	30363
652	23386	30334
653	23429	30307
654	23466	30274
655	23504	30239
656	23538	30202
657	23575	30167
658	23611	30132
659	23646	30095
660	23680	30057
661	23716	30022
662	23752	29985
663	23787	29949
664	23821	29910
665	23853	29870
666	23885	29829
667	23920	29792
668	23953	29753
669	23986	29714
670	24020	29676
671	24051	29634
672	24085	29596
673	24119	29559
674	24163	29533
675	24196	29493
676	24232	29458
677	24265	29419
678	24301	29383
679	24336	29346
680	24371	29310
681	24405	29271
682	24438	29233
683	24469	29191
684	24502	29152
685	24533	29111
686	24565	29070
687	24600	29034
688	24649	29014
689	24689	28983
690	24722	28944
691	24753	28903
692	24785	28862
693	24820	28825
694	24851	28785
695	24885	28747
696	24921	28712
697	24958	28676
698	24990	28636
699	25023	28598
700	25055	28558
701	25088	28518
702	25121	28480
703	25153	28440
704	25183	28398
705	25216	28359
706	25252	28323
707	25286	28286
708	25318	28246
709	25353	28210
710	25387	28172
711	25422	28136
712	25456	28099
713	25487	28058
714	25520	28019
715	25554	27980
716	25588	27944
717	25621	27905
718	25658	27870
719	25690	27831
720	25722	27791
721	25753	27751
722	25785	27711
723	25818	27673
724	25851	27634
725	25882	27593
726	25914	27554
727	25945	27513
728	25978	27475
729	26012	27438
730	26044	27397
731	26077	27359
732	26109	27320
733	26141	27281
734	26181	27249
735	26214	27211
736	26246	27172
737	26282	27136
738	26315	27098
739	26347	27060
740	26380	27021
741	26414	26983
742	26445	26943
743	26479	26906
744	26513	26868
745	26545	26829
746	26581	26794
747	26618	26760
748	26653	26725
749	26690	26690
750	26722	26651
751	26755	26612
752	26786	26572
753	26820	26536
754	26886	26530
755	26921	26493
756	26957	26458
757	26990	26420
758	27025	26384
759	27060	26348
760	27093	26310
761	27129	26274
762	27162	26237
763	27195	26198
764	27228	26160
765	27261	26122
766	27295	26085
767	27330	26049
768	27364	26012
769	27398	25975
770	27431	25936
771	27464	25898
772	27496	25860
773	27528	25821
774	27563	25784
775	27599	25749
776	27635	25715
777	27670	25678
778	27703	25640
779	27735	25602
780	27770	25566
781	27803	25528
782	27835	25489
783	27871	25453
784	27904	25416
785	27936	25377
786	27972	25341
787	28006	25305
788	28037	25265
789	28071	25228
790	28105	25191
791	28137	25152
792	28172	25116
793	28206	25080
794	28238	25041
795	28271	25003
796	28306	24968
797	28339	24930
798	28373	24893
799	28405	24854
800	28435	24814
801	28468	24776
802	28501	24738
803	28533	24700
804	28567	24663
805	28602	24628
806	28634	24589
807	28667	24551
808	28701	24514
809	28734	24477
810	28766	24438
811	28798	24400
812	28830	24362
813	28860	24322
814	28894	24285
815	28927	24248
816	28958	24208
817	28993	24172
818	29049	24154
819	29099	24130
820	29132	24093
821	29164	24055
822	29197	24017
823	29230	23980
824	29262	23942
825	29294	23904
826	29332	23870
827	29365	23832
828	29399	23795
829	29432	23758
830	29463	23719
831	29497	23682
832	29531	23646
833	29565	23610
834	29598	23572
835	29632	23536
836	29667	23499
837	29698	23461
838	29732	23424
839	29767	23388
840	29798	23349
841	29831	23312
842	29865	23275
843	29897	23237
844	29931	23201
845	29963	23163
846	29994	23124
847	30027	23087
848	30061	23050
849	30094	23013
850	30127	22976
851	30159	22938
852	30194	22902
853	30228	22866
854	30260	22827
855	30293	22790
856	30328	22755
857	30364	22720
858	30399	22684
859	30433	22648
860	30466	22610
861	30501	22575
862	30533	22537
863	30567	22501
864	30602	22465
865	30637	22429
866	30669	22391
867	30701	22353
868	30734	22316
869	30767	22280
870	30800	22242
871	30833	22206
872	30866	22168
873	30899	22131
874	30935	22096
875	30967	22059
876	30999	22021
877	31041	21990
878	31078	21956
879	31110	21918
880	31141	21880
881	31175	21843
882	31208	21806
883	31271	21791
884	31311	21758
885	31344	21722
886	31378	21685
887	31414	21650
888	31449	21614
889	31483	21578
890	31516	21541
891	31551	21505
892	31587	21471
893	31625	21437
894	31660	21402
895	31696	21366
896	31731	21331
897	31763	21293
898	31795	21256
899	31830	21220
900	31862	21182
901	31895	21145
902	31927	21108
903	31958	21070
904	31993	21034
905	32028	20998
906	32062	20962
907	32095	20925
908	32130	20889
909	32163	20853
910	32196	20816
911	32230	20780
912	32266	20745
913	32299	20708
914	32334	20672
915	32367	20635
916	32399	20598
917	32433	20562
918	32464	20524
919	32496	20486
920	32534	20453
921	32569	20417
922	32600	20379
923	32633	20342
924	32664	20304
925	32696	20267
926	32731	20232
927	32763	20194
928	32795	20157
929	32826	20119
930	32858	20081
931	32890	20045
932	32924	20008
933	32953	19969
934	32985	19932
935	33019	19896
936	33053	19860
937	33094	19828
938	33128	19792
939	33161	19755
940	33197	19720
941	33232	19685
942	33265	19648
943	33297	19611
944	33331	19575
945	33365	19539
946	33397	19502
947	33445	19474
948	33490	19444
949	33524	19408
950	33558	19373
951	33594	19337
952	33628	19302
953	33662	19265
954	33693	19228
955	33728	19192
956	33760	19155
957	33790	19117
958	33823	19080
959	33853	19042
960	33891	19009
961	33926	18973
962	33959	18936
963	33991	18900
964	34026	18864
965	34060	18828
966	34092	18791
967	34126	18755
968	34159	18718
969	34193	18683
970	34229	18648
971	34265	18613
972	34299	18577
973	34334	18541
974	34368	18506
975	34403	18470
976	34437	18434
977	34472	18399
978	34507	18364
979	34542	18328
980	34581	18295
981	34619	18261
982	34651	18224
983	34686	18189
984	34722	18154
985	34758	18119
986	34793	18084
987	34828	18048
988	34862	18012
989	34899	17978
990	34935	17943
991	34970	17908
992	35002	17871
993	35039	17836
994	35076	17802
995	35111	17767
996	35150	17734
997	35187	17699
998	35225	17665
999	35262	17631
1000	35296	17595
1001	35335	17561
1002	35371	17526
1003	35404	17490
1004	35443	17457
1005	35479	17422
1006	35511	17385
1007	35545	17349
1008	35582	17315
1009	35619	17280
1010	35701	17268
1011	35735	17232
1012	35769	17196
1013	35804	17160
1014	35840	17125
1015	35874	17089
1016	35904	17052
1017	35939	17016
1018	35971	16979
1019	36005	16943
1020	36039	16908
1021	36074	16872
1022	36112	16838
1023	36146	16802
1024	36179	16766
1025	36214	16730
1026	36248	16694
1027	36289	16662
1028	36325	16626
1029	36356	16589
1030	36390	16554
1031	36423	16517
1032	36455	16480
1033	36487	16443
1034	36518	16406
1035	36549	16369
1036	36582	16333
1037	36615	16297
1038	36648	16260
1039	36680	16224
1040	36722	16191
1041	36762	16158
1042	36797	16123
1043	36831	16087
1044	36864	16050
1045	36896	16014
1046	36930	15978
1047	36972	15946
1048	37006	15910
1049	37038	15873
1050	37070	15836
1051	37102	15800
1052	37133	15763
1053	37167	15727
1054	37200	15691
1055	37233	15654
1056	37265	15618
1057	37296	15581
1058	37330	15545
1059	37364	15509
1060	37395	15472
1061	37428	15436
1062	37460	15399
1063	37491	15363
1064	37525	15327
1065	37558	15291
1066	37591	15254
1067	37622	15218
1068	37655	15182
1069	37688	15146
1070	37721	15109
1071	37753	15073
1072	37787	15037
1073	37828	15004
1074	37885	14977
1075	37917	14941
1076	37949	14905
1077	37981	14868
1078	38016	14833
1079	38047	14796
1080	38080	14760
1081	38118	14725
1082	38150	14689
1083	38182	14652
1084	38216	14617
1085	38249	14581
1086	38282	14545
1087	38314	14508
1088	38346	14472
1089	38380	14436
1090	38413	14400
1091	38446	14364
1092	38480	14329
1093	38515	14293
1094	38549	14258
1095	38582	14221
1096	38615	14186
1097	38648	14149
1098	38681	14114
1099	38714	14078
1100	38748	14042
1101	38780	14006
1102	38827	13974
1103	38861	13939
1104	38893	13902
1105	38926	13866
1106	38957	13830
1107	38990	13794
1108	39024	13758
1109	39056	13722
1110	39089	13686
1111	39124	13651
1112	39161	13616
1113	39194	13580
1114	39231	13546
1115	39275	13514
1116	39317	13481
1117	39351	13445
1118	39384	13409
1119	39419	13374
1120	39454	13339
1121	39488	13303
1122	39524	13268
1123	39562	13234
1124	39596	13198
1125	39631	13163
1126	39663	13127
1127	39696	13091
1128	39731	13056
1129	39762	13019
1130	39796	12984
1131	39830	12948
1132	39863	12912
1133	39897	12876
1134	39931	12841
1135	39963	12805
1136	39997	12769
1137	40069	12746
1138	40102	12710
1139	40135	12674
1140	40169	12638
1141	40204	12603
1142	40237	12567
1143	40270	12531
1144	40304	12496
1145	40339	12460
1146	40371	12424
1147	40403	12388
1148	40435	12352
1149	40465	12315
1150	40497	12279
1151	40531	12243
1152	40566	12208
1153	40599	12172
1154	40632	12137
1155	40667	12101
1156	40698	12065
1157	40730	12029
1158	40763	11993
1159	40794	11957
1160	40827	11921
1161	40865	11886
1162	40896	11850
1163	40928	11814
1164	40960	11778
1165	40993	11742
1166	41043	11711
1167	41076	11675
1168	41107	11639
1169	41138	11603
1170	41172	11567
1171	41205	11532
1172	41236	11495
1173	41272	11460
1174	41307	11425
1175	41337	11388
1176	41370	11353
1177	41404	11317
1178	41435	11281
1179	41467	11245
1180	41500	11209
1181	41530	11173
1182	41565	11137
1183	41603	11103
1184	41634	11067
1185	41664	11030
1186	41697	10995
1187	41730	10959
1188	41763	10923
1189	41795	10887
1190	41828	10852
1191	41861	10816
1192	41894	10780
1193	41926	10745
1194	41957	10708
1195	41986	10672
1196	42021	10637
1197	42055	10601
1198	42086	10565
1199	42119	10529
1200	42153	10494
1201	42185	10458
1202	42238	10428
1203	42284	10395
1204	42316	10359
1205	42348	10323
1206	42380	10287
1207	42415	10252
1208	42447	10216
1209	42487	10182
1210	42519	10147
1211	42553	10111
1212	42586	10076
1213	42620	10040
1214	42652	10004
1215	42685	9969
1216	42718	9933
1217	42751	9898
1218	42783	9862
1219	42815	9826
1220	42846	9790
1221	42880	9755
1222	42914	9719
1223	42946	9683
1224	42979	9648
1225	43013	9613
1226	43043	9576
1227	43077	9541
1228	43112	9506
1229	43145	9470
1230	43176	9435
1231	43211	9399
1232	43248	9365
1233	43279	9329
1234	43313	9293
1235	43347	9258
1236	43386	9224
1237	43419	9188
1238	43453	9153
1239	43484	9117
1240	43520	9082
1241	43552	9047
1242	43590	9012
1243	43623	8977
1244	43655	8941
1245	43686	8905
1246	43722	8870
1247	43754	8835
1248	43787	8799
1249	43822	8764
1250	43855	8728
1251	43886	8693
1252	43920	8658
1253	43954	8622
1254	43985	8586
1255	44017	8551
1256	44050	8515
1257	44082	8480
1258	44115	8444
1259	44149	8409
1260	44180	8373
1261	44215	8338
1262	44248	8303
1263	44282	8267
1264	44315	8232
1265	44349	8197
1266	44381	8161
1267	44415	8126
1268	44465	8094
1269	44498	8058
1270	44528	8022
1271	44562	7987
1272	44598	7952
1273	44630	7917
1274	44664	7881
1275	44697	7846
1276	44733	7811
1277	44765	7776
1278	44796	7740
1279	44828	7704
1280	44858	7669
1281	44890	7633
1282	44921	7597
1283	44952	7562
1284	44988	7527
1285	45021	7491
1286	45052	7456
1287	45085	7420
1288	45118	7385
1289	45151	7350
1290	45188	7315
1291	45222	7280
1292	45253	7244
1293	45285	7209
1294	45317	7173
1295	45348	7138
1296	45382	7103
1297	45419	7068
1298	45453	7033
1299	45485	6997
1300	45529	6964
1301	45564	6929
1302	45599	6894
1303	45633	6858
1304	45668	6823
1305	45703	6789
1306	45737	6753
1307	45769	6718
1308	45804	6683
1309	45835	6647
1310	45869	6612
1311	45902	6577
1312	45934	6542
1313	45969	6507
1314	46002	6471
1315	46034	6436
1316	46068	6401
1317	46100	6365
1318	46131	6330
1319	46163	6295
1320	46196	6259
1321	46228	6224
1322	46261	6189
1323	46296	6154
1324	46330	6119
1325	46366	6084
1326	46404	6049
1327	46442	6015
1328	46479	5980
1329	46515	5945
1330	46553	5910
1331	46591	5876
1332	46656	5845
1333	46693	5810
1334	46729	5775
1335	46765	5740
1336	46803	5706
1337	46837	5670
1338	46868	5635
1339	46903	5600
1340	46935	5565
1341	46966	5529
1342	46999	5494
1343	47031	5458
1344	47061	5423
1345	47095	5388
1346	47129	5353
1347	47161	5317
1348	47196	5282
1349	47229	5247
1350	47262	5212
1351	47296	5177
1352	47328	5142
1353	47360	5106
1354	47393	5071
1355	47431	5036
1356	47467	5002
1357	47501	4967
1358	47535	4931
1359	47571	4897
1360	47607	4862
1361	47639	4826
1362	47670	4791
1363	47706	4756
1364	47739	4721
1365	47771	4686
1366	47804	4651
1367	47836	4615
1368	47870	4580
1369	47904	4545
1370	47935	4510
1371	47969	4475
1372	48004	4440
1373	48037	4405
1374	48071	4370
1375	48105	4335
1376	48136	4299
1377	48169	4264
1378	48203	4229
1379	48235	4194
1380	48274	4159
1381	48314	4125
1382	48347	4090
1383	48380	4055
1384	48414	4019
1385	48447	3984
1386	48479	3949
1387	48512	3914
1388	48544	3879
1389	48578	3844
1390	48611	3809
1391	48643	3774
1392	48673	3738
1393	48706	3703
1394	48745	3669
1395	48777	3633
1396	48839	3600
1397	48871	3565
1398	48906	3530
1399	48937	3495
1400	48969	3460
1401	49004	3425
1402	49035	3390
1403	49067	3355
1404	49102	3320
1405	49136	3285
1406	49167	3249
1407	49201	3214
1408	49235	3179
1409	49266	3144
1410	49298	3109
1411	49336	3074
1412	49367	3039
1413	49399	3004
1414	49432	2969
1415	49463	2934
1416	49498	2899
1417	49532	2864
1418	49566	2829
1419	49599	2794
1420	49631	2759
1421	49662	2724
1422	49695	2689
1423	49729	2654
1424	49762	2619
1425	49795	2584
1426	49825	2548
1427	49858	2513
1428	49890	2478
1429	49920	2443
1430	49954	2408
1431	49985	2373
1432	50016	2338
1433	50047	2303
1434	50081	2268
1435	50112	2233
1436	50146	2198
1437	50179	2163
1438	50210	2128
1439	50242	2093
1440	50274	2058
1441	50307	2023
1442	50340	1988
1443	50374	1953
1444	50407	1918
1445	50439	1883
1446	50469	1848
1447	50503	1813
1448	50538	1778
1449	50580	1744
1450	50625	1709
1451	50664	1674
1452	50700	1640
1453	50737	1605
1454	50768	1570
1455	50801	1535
1456	50834	1500
1457	50865	1465
1458	50899	1430
1459	50933	1395
1460	50966	1360
1461	51040	1326
1462	51072	1291
1463	51106	1256
1464	51141	1221
1465	51178	1186
1466	51210	1151
1467	51242	1116
1468	51277	1082
1469	51309	1047
1470	51340	1012
1471	51375	977
1472	51410	942
1473	51443	907
1474	51477	872
1475	51509	837
1476	51545	802
1477	51585	767
1478	51617	732
1479	51649	697
1480	51682	663
1481	51715	628
1482	51748	593
1483	51782	558
1484	51814	523
1485	51845	488
1486	51878	453
1487	51909	418
1488	51941	383
1489	51974	348
1490	52008	313
1491	52042	279
1492	52074	244
1493	52108	209
1494	52140	174
1495	52172	139
1496	52210	104
1497	52241	69
1498	52273	34
1499	52308	0
