iter	Recall	Logloss
93	0.8315789474	0.5340018641
94	0.8315789474	0.5328196661
95	0.8315789474	0.5325020597
96	0.8315789474	0.5316285651
97	0.8368421053	0.5308594755
98	0.8421052632	0.529578083
99	0.8421052632	0.5287475814
100	0.8421052632	0.5280117029
101	0.8421052632	0.527124764
102	0.8421052632	0.5266378716
103	0.8421052632	0.5259504288
104	0.8421052632	0.5247718136
105	0.8421052632	0.5238901176
106	0.8368421053	0.5229825002
107	0.8368421053	0.521996111
108	0.8368421053	0.5212135878
109	0.8368421053	0.5204157155
110	0.8368421053	0.5195593117
111	0.8368421053	0.5187519625
112	0.8368421053	0.5180474873
113	0.8368421053	0.5174619169
114	0.8421052632	0.5165840749
115	0.8421052632	0.5158343391
116	0.8421052632	0.5149893919
117	0.8421052632	0.5141557218
118	0.8421052632	0.5131301948
119	0.8368421053	0.5122256502
120	0.8368421053	0.5116967458
121	0.8421052632	0.5108395698
122	0.8315789474	0.5100479341
123	0.8421052632	0.5094859187
124	0.8421052632	0.5087444388
125	0.8421052632	0.5078501242
126	0.8421052632	0.507315388
127	0.8421052632	0.5066532403
128	0.8368421053	0.5060727823
129	0.8368421053	0.5055423141
130	0.8368421053	0.5047316548
131	0.8368421053	0.5040452117
132	0.8368421053	0.503249809
133	0.8368421053	0.5026059154
134	0.8368421053	0.5021572843
135	0.8368421053	0.5016120351
136	0.8421052632	0.5009972327
137	0.8421052632	0.5006134144
138	0.8421052632	0.5001677282
139	0.8421052632	0.4997217143
140	0.8421052632	0.4990599051
141	0.8421052632	0.4983665421
142	0.8368421053	0.4978596856
143	0.8368421053	0.4974633423
144	0.8368421053	0.4969737059
145	0.8368421053	0.4965343563
146	0.8368421053	0.4954540282
147	0.8421052632	0.4949065165
148	0.8421052632	0.4941241037
149	0.8421052632	0.49331553
150	0.8421052632	0.4924024828
151	0.8421052632	0.4920029623
152	0.8368421053	0.4911736726
153	0.8368421053	0.4903373051
154	0.8368421053	0.4898690495
155	0.8368421053	0.4891834846
156	0.8368421053	0.4886146106
157	0.8368421053	0.4876782055
158	0.8368421053	0.4875501699
159	0.8368421053	0.4868575292
160	0.8368421053	0.4858115001
161	0.8421052632	0.4852773117
162	0.8421052632	0.484720559
163	0.8368421053	0.4843308351
164	0.8421052632	0.4838512259
165	0.8368421053	0.483162502
166	0.8368421053	0.4829338041
167	0.8421052632	0.4826428332
168	0.8473684211	0.4821933165
169	0.8473684211	0.4814975866
170	0.8526315789	0.4809127011
171	0.8526315789	0.4805106003
172	0.8526315789	0.48015467
173	0.8526315789	0.4794631769
174	0.8526315789	0.4790088495
175	0.8526315789	0.4786931724
176	0.8473684211	0.478439218
177	0.8473684211	0.4781072068
178	0.8473684211	0.4778168107
179	0.8526315789	0.4773059596
180	0.8473684211	0.4769006995
181	0.8473684211	0.4762887499
182	0.8473684211	0.4760130459
183	0.8473684211	0.4758398177
184	0.8473684211	0.4753686889
185	0.8526315789	0.4751277676
186	0.8526315789	0.4744348647
187	0.8526315789	0.4740145303
188	0.8526315789	0.4737200429
189	0.8526315789	0.4734933098
190	0.8526315789	0.4732752466
191	0.8526315789	0.4727815682
192	0.8473684211	0.4722543346
193	0.8473684211	0.4716514708
194	0.8421052632	0.4712201912
195	0.8473684211	0.4706560353
196	0.8473684211	0.4706560353
197	0.8473684211	0.4701995589
198	0.8473684211	0.4699374957
199	0.8473684211	0.4695326032
200	0.8421052632	0.4690327101
201	0.8473684211	0.4687910196
202	0.8526315789	0.4682411257
203	0.8526315789	0.4677105651
204	0.8526315789	0.4671798067
205	0.8526315789	0.4669308178
206	0.8526315789	0.4666110608
207	0.8526315789	0.4662529521
208	0.8526315789	0.4660421576
209	0.8526315789	0.4657005678
210	0.8526315789	0.4653340126
211	0.8526315789	0.464795428
212	0.8473684211	0.4640634367
213	0.8473684211	0.4638443836
214	0.8473684211	0.4638110785
215	0.8473684211	0.4633133466
216	0.8526315789	0.4630526618
217	0.8526315789	0.4627514
218	0.8526315789	0.462420884
219	0.8526315789	0.4620615847
220	0.8526315789	0.4616340334
221	0.8526315789	0.4611278039
222	0.8526315789	0.4606404846
223	0.8526315789	0.4603297916
224	0.8526315789	0.4597079231
225	0.8526315789	0.459111213
226	0.8526315789	0.4587159292
227	0.8526315789	0.4580967444
228	0.8526315789	0.4577652767
229	0.8578947368	0.4569860364
230	0.8526315789	0.4565415344
231	0.8526315789	0.4564075031
232	0.8526315789	0.4555802562
233	0.8578947368	0.4551607379
234	0.8578947368	0.454958309
235	0.8526315789	0.4543823209
236	0.8526315789	0.4542802711
237	0.8526315789	0.4536649717
238	0.8578947368	0.4531631497
239	0.8526315789	0.4526457533
240	0.8526315789	0.4523437987
241	0.8526315789	0.4517885921
242	0.8526315789	0.4515129781
243	0.8526315789	0.4512054079
244	0.8526315789	0.4509079216
245	0.8526315789	0.4503158316
246	0.8526315789	0.4500530618
247	0.8526315789	0.4498034138
248	0.8526315789	0.4496674805
249	0.8526315789	0.4493223542
250	0.8526315789	0.44874703
251	0.8526315789	0.4482600501
252	0.8526315789	0.4479007867
253	0.8526315789	0.4473300719
254	0.8526315789	0.4471379737
255	0.8526315789	0.446939445
256	0.8526315789	0.4463479028
257	0.8526315789	0.4459937123
258	0.8526315789	0.4456413158
259	0.8526315789	0.4453447123
260	0.8526315789	0.4444903803
261	0.8578947368	0.4440323833
262	0.8578947368	0.4436817743
263	0.8526315789	0.4434631247
264	0.8526315789	0.4431446256
265	0.8578947368	0.4427834644
266	0.8578947368	0.4423537488
267	0.8526315789	0.4419420578
268	0.8526315789	0.4419098403
269	0.8526315789	0.4415184439
270	0.8578947368	0.441119547
271	0.8631578947	0.4406035658
272	0.8631578947	0.4404355327
273	0.8578947368	0.4399302238
274	0.8578947368	0.439524791
275	0.8578947368	0.4392710079
276	0.8578947368	0.438774789
277	0.8578947368	0.4384384727
278	0.8578947368	0.4379111026
279	0.8578947368	0.4377794813
280	0.8578947368	0.4372655318
281	0.8578947368	0.4369734219
282	0.8578947368	0.4364871124
283	0.8578947368	0.4359987833
284	0.8578947368	0.4356917148
285	0.8578947368	0.4354522542
286	0.8578947368	0.4351487725
287	0.8578947368	0.4348290157
288	0.8578947368	0.4341134086
289	0.8578947368	0.4338319327
290	0.8578947368	0.4335012581
291	0.8578947368	0.4331575168
292	0.8578947368	0.4327330872
293	0.8578947368	0.4322004162
294	0.8578947368	0.4319839741
295	0.8578947368	0.4315501639
296	0.8578947368	0.431347741
297	0.8578947368	0.4307884584
298	0.8578947368	0.4303655054
299	0.8578947368	0.4299417355
300	0.8578947368	0.4296026189
301	0.8578947368	0.4291582101
302	0.8578947368	0.428885375
303	0.8578947368	0.4285504216
304	0.8578947368	0.4281770092
305	0.8578947368	0.4275936928
306	0.8578947368	0.4270974115
307	0.8578947368	0.426881926
308	0.8578947368	0.4265515636
309	0.8578947368	0.4262677033
310	0.8631578947	0.4259101537
311	0.8631578947	0.4253748693
312	0.8631578947	0.4248924916
313	0.8631578947	0.4245797402
314	0.8631578947	0.4239840591
315	0.8631578947	0.4238364524
316	0.8631578947	0.4233424164
317	0.8631578947	0.4233216728
318	0.8684210526	0.4229318398
319	0.8684210526	0.4227873333
320	0.8684210526	0.4226109382
321	0.8684210526	0.4225033939
322	0.8684210526	0.4222364808
323	0.8736842105	0.4219103382
324	0.8736842105	0.4213703731
325	0.8736842105	0.4208399915
326	0.8736842105	0.4202210611
327	0.8736842105	0.4200060312
328	0.8684210526	0.4197132515
329	0.8736842105	0.4193431567
330	0.8736842105	0.4188444828
331	0.8736842105	0.4184721513
332	0.8736842105	0.4180829675
333	0.8736842105	0.417935009
334	0.8736842105	0.4175502127
335	0.8736842105	0.4171879654
336	0.8736842105	0.4168702035
337	0.8736842105	0.4164848635
338	0.8736842105	0.4161443327
339	0.8736842105	0.4156037532
340	0.8736842105	0.4150885818
341	0.8736842105	0.4150476892
342	0.8736842105	0.4148464568
343	0.8736842105	0.4146133985
344	0.8736842105	0.4144864288
345	0.8736842105	0.4141842266
346	0.8736842105	0.4139410291
347	0.8736842105	0.4137912888
348	0.8736842105	0.4137075078
349	0.8736842105	0.4131778289
350	0.8736842105	0.4127350283
351	0.8736842105	0.41253749
352	0.8736842105	0.4124394661
353	0.8736842105	0.4119932583
354	0.8736842105	0.4117374309
355	0.8736842105	0.4114152264
356	0.8736842105	0.4109258966
357	0.8736842105	0.4105934915
358	0.8736842105	0.410361869
359	0.8736842105	0.4099206811
360	0.8736842105	0.4098246404
361	0.8736842105	0.4095418987
362	0.8736842105	0.4089100012
363	0.8736842105	0.4087618071
364	0.8736842105	0.4087041
365	0.8736842105	0.4085430457
366	0.8736842105	0.4081537002
367	0.8736842105	0.4079778018
368	0.8736842105	0.4076665026
369	0.8736842105	0.4074200869
370	0.8736842105	0.4068415355
371	0.8736842105	0.4066955335
372	0.8736842105	0.4064139274
373	0.8736842105	0.4061313493
374	0.8736842105	0.4058091303
375	0.8736842105	0.4054222778
376	0.8736842105	0.4052615286
377	0.8736842105	0.4049227632
378	0.8736842105	0.4046033137
379	0.8736842105	0.4043057104
380	0.8736842105	0.4040176851
381	0.8736842105	0.4037804143
382	0.8736842105	0.403428476
383	0.8736842105	0.4029562979
384	0.8736842105	0.4027635676
385	0.8736842105	0.4024650487
386	0.8736842105	0.4022543923
387	0.8736842105	0.4020267428
388	0.8736842105	0.4017647729
389	0.8736842105	0.4014082292
390	0.8736842105	0.401350514
391	0.8736842105	0.4012879293
392	0.8736842105	0.4009945317
393	0.8736842105	0.400844645
394	0.8736842105	0.4006642221
395	0.8736842105	0.4002138062
396	0.8789473684	0.4000130151
397	0.8789473684	0.3995221206
398	0.8789473684	0.3992806244
399	0.8789473684	0.399024007
400	0.8789473684	0.3985896741
401	0.8789473684	0.3983150999
402	0.8789473684	0.3980762526
403	0.8789473684	0.3977349377
404	0.8789473684	0.397289335
405	0.8789473684	0.3968924376
406	0.8789473684	0.3967160538
407	0.8789473684	0.3963596401
408	0.8789473684	0.3961905883
409	0.8789473684	0.3958986357
410	0.8789473684	0.3956073801
411	0.8789473684	0.3955706783
412	0.8789473684	0.3953531777
413	0.8789473684	0.3948440272
414	0.8789473684	0.3943329119
415	0.8789473684	0.3941246548
416	0.8789473684	0.3940391665
417	0.8789473684	0.3935575501
418	0.8789473684	0.3930071515
419	0.8789473684	0.3927497182
420	0.8842105263	0.3924525455
421	0.8842105263	0.3921401664
422	0.8789473684	0.3919942019
423	0.8842105263	0.3918291549
424	0.8842105263	0.3915691191
425	0.8842105263	0.3914241318
426	0.8789473684	0.3912969889
427	0.8789473684	0.3908901469
428	0.8789473684	0.3906903725
429	0.8842105263	0.3903557765
430	0.8894736842	0.3900299358
431	0.8894736842	0.3897563793
432	0.8894736842	0.389557845
433	0.8894736842	0.3894939808
434	0.8894736842	0.3890903339
435	0.8894736842	0.3888264742
436	0.8894736842	0.3881165267
437	0.8894736842	0.3876268675
438	0.8894736842	0.3870159738
439	0.8894736842	0.3866499688
440	0.8894736842	0.3862976644
441	0.8894736842	0.3861787303
442	0.8894736842	0.3859372213
443	0.8894736842	0.3853073171
444	0.8894736842	0.3850022202
445	0.8894736842	0.3848197709
446	0.8894736842	0.3846954738
447	0.8894736842	0.3844035589
448	0.8894736842	0.3839273605
449	0.8894736842	0.3833379655
450	0.8894736842	0.3830516476
451	0.8894736842	0.3826686151
452	0.8894736842	0.3821971614
453	0.8894736842	0.3817578655
454	0.8894736842	0.3811981139
455	0.8894736842	0.3808469596
456	0.8894736842	0.3804156817
457	0.8894736842	0.3802623816
458	0.8894736842	0.380018236
459	0.8894736842	0.3797672078
460	0.8894736842	0.3793762708
461	0.8894736842	0.3792799814
462	0.8894736842	0.3788679153
463	0.8894736842	0.3785992857
464	0.8894736842	0.3783643821
465	0.8894736842	0.3782288602
466	0.8894736842	0.3778540326
467	0.8894736842	0.3778160796
468	0.8894736842	0.3775313159
469	0.8894736842	0.3773551356
470	0.8894736842	0.3770384569
471	0.8894736842	0.3765998328
472	0.8894736842	0.3763997055
473	0.8894736842	0.3760853208
474	0.8894736842	0.3755624131
475	0.8894736842	0.3752420646
476	0.8894736842	0.3751910254
477	0.8894736842	0.3749890652
478	0.8894736842	0.374771794
479	0.8894736842	0.3745109011
480	0.8894736842	0.3742428004
481	0.8894736842	0.3738989626
482	0.8894736842	0.3733076784
483	0.8894736842	0.3730353374
484	0.8894736842	0.3727403791
485	0.8894736842	0.3722966531
486	0.8894736842	0.3718704961
487	0.8894736842	0.3714574868
488	0.8894736842	0.3711298208
489	0.8894736842	0.370563911
490	0.8894736842	0.370189105
491	0.8894736842	0.3697685361
492	0.8894736842	0.3697345393
493	0.8894736842	0.3696219972
494	0.8894736842	0.3694440145
495	0.8894736842	0.3690710576
496	0.8894736842	0.3685850864
497	0.8894736842	0.3681895403
498	0.8894736842	0.3679244851
499	0.8894736842	0.3673967124
500	0.8894736842	0.3667337343
501	0.8894736842	0.366243712
502	0.8894736842	0.3661903647
503	0.8894736842	0.3661411815
504	0.8894736842	0.3659004078
505	0.8894736842	0.3655316086
506	0.8894736842	0.3651765693
507	0.8894736842	0.3648178697
508	0.8894736842	0.3643698133
509	0.8894736842	0.3639339314
510	0.8894736842	0.3636189177
511	0.8894736842	0.3630922262
512	0.8894736842	0.3626286591
513	0.8894736842	0.3619472902
514	0.8894736842	0.3617620841
515	0.8894736842	0.3614483527
516	0.8894736842	0.3611824307
517	0.8894736842	0.3608753435
518	0.8894736842	0.3605149468
519	0.8894736842	0.3600511385
520	0.8894736842	0.3596485393
521	0.8894736842	0.3591245776
522	0.8894736842	0.3591045721
523	0.8894736842	0.3587583374
524	0.8894736842	0.3581943714
525	0.8894736842	0.3580519147
526	0.8947368421	0.357744528
527	0.8947368421	0.3575671558
528	0.8947368421	0.3574131407
529	0.8947368421	0.3569053941
530	0.8947368421	0.3566632748
531	0.8947368421	0.3564187756
532	0.8947368421	0.3560824654
533	0.8947368421	0.3555805281
534	0.8947368421	0.3555179984
535	0.8947368421	0.3550321036
536	0.8947368421	0.35437446
537	0.8947368421	0.3540462158
538	0.8947368421	0.3539024488
539	0.8947368421	0.3535469961
540	0.8947368421	0.3530011713
541	0.8947368421	0.3528602468
542	0.9	0.3524799938
543	0.9	0.3523708921
544	0.9	0.351882758
545	0.9	0.3516892214
546	0.9	0.3512662098
547	0.9	0.3511483964
548	0.9	0.3510894902
549	0.9	0.3510375916
550	0.9	0.3507254928
551	0.9	0.3502305938
552	0.9	0.3499060896
553	0.9	0.3497175422
554	0.9	0.3491614428
555	0.9	0.3490775423
556	0.9	0.3485897314
557	0.9	0.3482650638
558	0.9	0.3478340801
559	0.9	0.3476438462
560	0.9	0.3474230774
561	0.9	0.3469119679
562	0.9	0.3467403457
563	0.9	0.3465909063
564	0.9	0.3463475149
565	0.9	0.3459466071
566	0.9	0.3457065407
567	0.9	0.3452999847
568	0.9	0.3448674891
569	0.9	0.3445566494
570	0.9	0.3442758127
571	0.9	0.3441602839
572	0.9	0.3437356181
573	0.9	0.3435716301
574	0.9052631579	0.3429965062
575	0.9052631579	0.3425156772
576	0.9052631579	0.3418287742
577	0.9052631579	0.3414506006
578	0.9052631579	0.3410786339
579	0.9052631579	0.3406524698
580	0.9052631579	0.3405337987
581	0.9052631579	0.3402503001
582	0.9052631579	0.3399911713
583	0.9052631579	0.3396197622
584	0.9052631579	0.3394118622
585	0.9052631579	0.3389471061
586	0.9052631579	0.3385472685
587	0.9052631579	0.3384462663
588	0.9052631579	0.3383976388
589	0.9105263158	0.3380946091
590	0.9105263158	0.3377706914
591	0.9157894737	0.3375552085
592	0.9157894737	0.3371638703
593	0.9157894737	0.3367207192
594	0.9157894737	0.3362140501
595	0.9157894737	0.3358538178
596	0.9157894737	0.3356034441
597	0.9157894737	0.3352687519
598	0.9105263158	0.3349398991
599	0.9105263158	0.3343185768
600	0.9105263158	0.334079317
601	0.9105263158	0.3337025331
602	0.9105263158	0.3336568829
603	0.9105263158	0.3334915048
604	0.9105263158	0.3329522089
605	0.9157894737	0.3323019815
606	0.9157894737	0.3319799875
607	0.9157894737	0.3315360818
608	0.9157894737	0.3311336118
609	0.9157894737	0.3306819066
610	0.9157894737	0.330477675
611	0.9157894737	0.3300590615
612	0.9157894737	0.3297386113
613	0.9157894737	0.3295264132
614	0.9157894737	0.3291609143
615	0.9157894737	0.3286869433
616	0.9157894737	0.3281364816
617	0.9157894737	0.3278239575
618	0.9157894737	0.3275574084
619	0.9263157895	0.3271627971
620	0.9263157895	0.3269885796
621	0.9263157895	0.3265689178
622	0.9263157895	0.3261957967
623	0.9263157895	0.3260595864
624	0.9263157895	0.3260318643
625	0.9263157895	0.3257296389
626	0.9263157895	0.3253172597
627	0.9263157895	0.3252482893
628	0.9263157895	0.3250509236
629	0.9263157895	0.3249721579
630	0.9263157895	0.3246366177
631	0.9263157895	0.3245518786
632	0.9263157895	0.3244853416
633	0.9263157895	0.3244640717
634	0.9263157895	0.3237448499
635	0.9263157895	0.3235574184
636	0.9263157895	0.3232300387
637	0.9263157895	0.3225715979
638	0.9263157895	0.3221337805
639	0.9263157895	0.3218005246
640	0.9263157895	0.3214618257
641	0.9263157895	0.3212482039
642	0.9263157895	0.3209368455
643	0.9263157895	0.3206753712
644	0.9263157895	0.3206350742
645	0.9263157895	0.3206030041
646	0.9263157895	0.3202794727
647	0.9263157895	0.3199145888
648	0.9315789474	0.319527241
649	0.9315789474	0.3193251207
650	0.9315789474	0.3189220046
651	0.9315789474	0.3186592371
652	0.9315789474	0.3184058836
653	0.9315789474	0.3182116323
654	0.9315789474	0.3180437538
655	0.9315789474	0.3175405627
656	0.9368421053	0.3171370992
657	0.9315789474	0.3168472285
658	0.9315789474	0.3168143936
659	0.9368421053	0.3166655371
660	0.9315789474	0.316468764
661	0.9315789474	0.3164177295
662	0.9315789474	0.316002997
663	0.9315789474	0.3159164263
664	0.9368421053	0.3154929721
665	0.9368421053	0.3151052944
666	0.9368421053	0.3147468565
667	0.9368421053	0.3145629355
668	0.9368421053	0.314553583
669	0.9368421053	0.3139106293
670	0.9368421053	0.3135039893
671	0.9368421053	0.3134574914
672	0.9368421053	0.3131115899
673	0.9315789474	0.3126442693
674	0.9315789474	0.3126358514
675	0.9368421053	0.3124271469
676	0.9368421053	0.3122654498
677	0.9368421053	0.3117675231
678	0.9315789474	0.3114136883
679	0.9368421053	0.3110427181
680	0.9368421053	0.3108225754
681	0.9315789474	0.3104528218
682	0.9315789474	0.30983341
683	0.9315789474	0.3093479103
684	0.9368421053	0.3088748822
685	0.9368421053	0.308495732
686	0.9315789474	0.3079885097
687	0.9315789474	0.3079417188
688	0.9315789474	0.3079256712
689	0.9315789474	0.3078731054
690	0.9315789474	0.3078524671
691	0.9368421053	0.3076490514
692	0.9368421053	0.3076158571
693	0.9368421053	0.3072577645
694	0.9368421053	0.3069316846
695	0.9368421053	0.3065693896
696	0.9368421053	0.3062863832
697	0.9368421053	0.3060448926
698	0.9368421053	0.3055605473
699	0.9368421053	0.3053525342
700	0.9368421053	0.3053233305
701	0.9368421053	0.304917783
702	0.9368421053	0.304513798
703	0.9368421053	0.3044948994
704	0.9368421053	0.3040809422
705	0.9368421053	0.3035624857
706	0.9368421053	0.3032920953
707	0.9368421053	0.3028423581
708	0.9368421053	0.3027788811
709	0.9368421053	0.3027682793
710	0.9368421053	0.3025770499
711	0.9368421053	0.3025492219
712	0.9368421053	0.302012491
713	0.9368421053	0.3019863476
714	0.9368421053	0.3019351061
715	0.9368421053	0.3017063015
716	0.9368421053	0.3014860595
717	0.9368421053	0.3014758987
718	0.9368421053	0.3011168553
719	0.9368421053	0.3007969705
720	0.9368421053	0.3003506691
721	0.9368421053	0.3001159219
722	0.9368421053	0.2997957728
723	0.9368421053	0.2994364732
724	0.9421052632	0.2989716604
725	0.9421052632	0.2989466548
726	0.9473684211	0.2984663298
727	0.9473684211	0.2983408122
728	0.9473684211	0.297940519
729	0.9473684211	0.2977198914
730	0.9473684211	0.2977131209
731	0.9473684211	0.2975118176
732	0.9473684211	0.2971322795
733	0.9473684211	0.2969252501
734	0.9473684211	0.2966047593
735	0.9473684211	0.2965632719
736	0.9473684211	0.2963700226
737	0.9473684211	0.2959280199
738	0.9526315789	0.2957234062
739	0.9526315789	0.2953272487
740	0.9526315789	0.2949805889
741	0.9526315789	0.2945034158
742	0.9526315789	0.2942146669
743	0.9526315789	0.2936582212
744	0.9526315789	0.2936486646
745	0.9526315789	0.2936190285
746	0.9526315789	0.293413221
747	0.9526315789	0.2930920979
748	0.9473684211	0.2927831006
749	0.9473684211	0.2924386505
750	0.9526315789	0.2920036766
751	0.9526315789	0.2916360645
752	0.9578947368	0.2911892097
753	0.9578947368	0.2909027441
754	0.9578947368	0.2906198685
755	0.9578947368	0.2902729826
756	0.9578947368	0.2901551162
757	0.9578947368	0.2897514903
758	0.9578947368	0.2894040185
759	0.9578947368	0.2891102597
760	0.9578947368	0.2890873593
761	0.9578947368	0.2887969977
762	0.9578947368	0.2885190323
763	0.9578947368	0.2883265739
764	0.9578947368	0.288317528
765	0.9578947368	0.2882865804
766	0.9578947368	0.2880430051
767	0.9578947368	0.2875777959
768	0.9578947368	0.2872824734
769	0.9578947368	0.2872444706
770	0.9578947368	0.2869219245
771	0.9631578947	0.2864453345
772	0.9631578947	0.2863092041
773	0.9631578947	0.2860198048
774	0.9631578947	0.2857165064
775	0.9631578947	0.2853660458
776	0.9631578947	0.2849460942
777	0.9631578947	0.2848976937
778	0.9631578947	0.2846535183
779	0.9631578947	0.2842551486
780	0.9631578947	0.2839852632
781	0.9631578947	0.2837350367
782	0.9684210526	0.2834403951
783	0.9684210526	0.2830498488
784	0.9684210526	0.2826299713
785	0.9684210526	0.2825185589
786	0.9684210526	0.2824242274
787	0.9684210526	0.2822924866
788	0.9684210526	0.2822350284
789	0.9684210526	0.28197306
790	0.9631578947	0.2817018218
791	0.9631578947	0.2816417135
792	0.9684210526	0.2812389647
793	0.9684210526	0.2808296831
794	0.9684210526	0.2806071402
795	0.9684210526	0.2803481486
796	0.9684210526	0.2800955643
797	0.9684210526	0.2797271629
798	0.9684210526	0.2796308256
799	0.9684210526	0.2794214088
800	0.9684210526	0.2793635721
801	0.9684210526	0.2793407941
802	0.9684210526	0.2789773626
803	0.9684210526	0.2786174372
804	0.9684210526	0.2783899179
805	0.9684210526	0.2781331117
806	0.9684210526	0.2781011624
807	0.9684210526	0.2777463734
808	0.9684210526	0.2772019796
809	0.9684210526	0.276749566
810	0.9684210526	0.2763838329
811	0.9684210526	0.2761070352
812	0.9684210526	0.2757099051
813	0.9684210526	0.2756905724
814	0.9684210526	0.2754640141
815	0.9684210526	0.2750666744
816	0.9684210526	0.2750493959
817	0.9684210526	0.2747479252
818	0.9684210526	0.2744462923
819	0.9684210526	0.2740409871
820	0.9684210526	0.2738918258
821	0.9684210526	0.2735956417
822	0.9684210526	0.2733910888
823	0.9684210526	0.2731369887
824	0.9684210526	0.2728893047
825	0.9684210526	0.2727900131
826	0.9684210526	0.2724976453
827	0.9684210526	0.2722482996
828	0.9684210526	0.272205455
829	0.9684210526	0.2720241732
830	0.9684210526	0.2717163421
831	0.9684210526	0.2714645853
832	0.9684210526	0.2711639759
833	0.9684210526	0.2708059207
834	0.9684210526	0.2705334105
835	0.9684210526	0.2702953867
836	0.9684210526	0.2700855168
837	0.9684210526	0.2698244584
838	0.9684210526	0.2698209633
839	0.9684210526	0.2696198646
840	0.9684210526	0.2695984592
841	0.9684210526	0.2691966126
842	0.9684210526	0.2691894708
843	0.9684210526	0.2689945656
844	0.9684210526	0.2687448576
845	0.9684210526	0.2686914155
846	0.9684210526	0.2685073293
847	0.9684210526	0.2682678423
848	0.9684210526	0.2679931002
849	0.9684210526	0.2678631069
850	0.9684210526	0.2677441239
851	0.9684210526	0.2674134867
852	0.9684210526	0.2671493576
853	0.9684210526	0.2671296246
854	0.9684210526	0.2669291441
855	0.9684210526	0.2665026628
856	0.9684210526	0.266188464
857	0.9684210526	0.2660622216
858	0.9684210526	0.2659239415
859	0.9684210526	0.2655170706
860	0.9684210526	0.2651262216
861	0.9684210526	0.2647468488
862	0.9684210526	0.2645804948
863	0.9684210526	0.264392302
864	0.9684210526	0.2642115921
865	0.9684210526	0.2641704895
866	0.9684210526	0.2639375182
867	0.9684210526	0.2639023618
868	0.9684210526	0.2638576131
869	0.9684210526	0.2636340615
870	0.9684210526	0.2633479983
871	0.9684210526	0.2629917365
872	0.9684210526	0.2629356742
873	0.9684210526	0.2626562661
874	0.9684210526	0.2625198519
875	0.9684210526	0.2622970336
876	0.9684210526	0.2621561056
877	0.9684210526	0.2617509824
878	0.9684210526	0.261744266
879	0.9684210526	0.2616943862
880	0.9684210526	0.2613522848
881	0.9684210526	0.2611638218
882	0.9684210526	0.2611574546
883	0.9684210526	0.2607278516
884	0.9684210526	0.2603833723
