iter	Recall	Logloss
885	0.9684210526	0.2600724644
886	0.9684210526	0.2597605588
887	0.9684210526	0.2593024804
888	0.9684210526	0.2588114166
889	0.9684210526	0.2586954003
890	0.9684210526	0.2585333928
891	0.9684210526	0.2581119781
892	0.9684210526	0.257813315
893	0.9684210526	0.2574272041
894	0.9684210526	0.2571571358
895	0.9684210526	0.2567487595
896	0.9684210526	0.2565737637
897	0.9684210526	0.2565669181
898	0.9684210526	0.2563020307
899	0.9684210526	0.2561209225
900	0.9684210526	0.2557066663
901	0.9684210526	0.2553550416
902	0.9684210526	0.2553054807
903	0.9684210526	0.2550422152
904	0.9684210526	0.2547615832
905	0.9736842105	0.2544842141
906	0.9736842105	0.2542861836
907	0.9736842105	0.2541248237
908	0.9684210526	0.2538635137
909	0.9736842105	0.2535721912
910	0.9736842105	0.253565547
911	0.9736842105	0.2533404029
912	0.9736842105	0.253081298
913	0.9736842105	0.2528317297
914	0.9736842105	0.2524961179
915	0.9736842105	0.2522719449
916	0.9736842105	0.2522331584
917	0.9736842105	0.2522266714
918	0.9684210526	0.2520185784
919	0.9684210526	0.2520129166
920	0.9684210526	0.2518862716
921	0.9736842105	0.2516582409
922	0.9736842105	0.2516172447
923	0.9736842105	0.2515892239
924	0.9736842105	0.2512322853
925	0.9736842105	0.2512268788
926	0.9736842105	0.2511396651
927	0.9736842105	0.2507476663
928	0.9736842105	0.250593603
929	0.9736842105	0.250553141
930	0.9736842105	0.2505372002
931	0.9736842105	0.2503923111
932	0.9736842105	0.2500118394
933	0.9736842105	0.2499250247
934	0.9736842105	0.2496361793
935	0.9736842105	0.2493914815
936	0.9736842105	0.2490109368
937	0.9736842105	0.2488943206
938	0.9736842105	0.2486356161
939	0.9736842105	0.2485083984
940	0.9736842105	0.2483540321
941	0.9736842105	0.2479752618
942	0.9736842105	0.2477879139
943	0.9736842105	0.2477730049
944	0.9736842105	0.2474934416
945	0.9736842105	0.2472388569
946	0.9736842105	0.2470056737
947	0.9736842105	0.2467637918
948	0.9736842105	0.2467207437
949	0.9736842105	0.2463894434
950	0.9736842105	0.246383768
951	0.9736842105	0.2460957636
952	0.9736842105	0.2457855437
953	0.9736842105	0.2455854733
954	0.9736842105	0.2454117141
955	0.9736842105	0.2452435051
956	0.9736842105	0.2449998316
957	0.9736842105	0.2449193986
958	0.9736842105	0.2446033952
959	0.9736842105	0.2445897694
960	0.9736842105	0.2445842715
961	0.9736842105	0.2444053248
962	0.9736842105	0.2441930462
963	0.9736842105	0.243981636
964	0.9736842105	0.2439294415
965	0.9736842105	0.2437172972
966	0.9736842105	0.2434014179
967	0.9789473684	0.2431039899
968	0.9736842105	0.2428796236
969	0.9736842105	0.2427311144
970	0.9736842105	0.2424682539
971	0.9789473684	0.2422123473
972	0.9789473684	0.2421676983
973	0.9789473684	0.2419779815
974	0.9789473684	0.2419338497
975	0.9789473684	0.2416957272
976	0.9789473684	0.2415268472
977	0.9789473684	0.2412789666
978	0.9789473684	0.2410786317
979	0.9789473684	0.2408621105
980	0.9789473684	0.2406779997
981	0.9789473684	0.2405602385
982	0.9789473684	0.2403578058
983	0.9789473684	0.2400811503
984	0.9789473684	0.2397595184
985	0.9789473684	0.2395833393
986	0.9789473684	0.2395467355
987	0.9789473684	0.2393475731
988	0.9789473684	0.2390929618
989	0.9789473684	0.2390650313
990	0.9789473684	0.2388496783
991	0.9789473684	0.2387048281
992	0.9789473684	0.2384724124
993	0.9789473684	0.2382810798
994	0.9789473684	0.2380636692
995	0.9789473684	0.237692571
996	0.9789473684	0.2374847617
997	0.9789473684	0.2372533966
998	0.9789473684	0.2369928443
999	0.9789473684	0.2368527018
1000	0.9789473684	0.2366337942
1001	0.9789473684	0.2366109422
1002	0.9789473684	0.2365693838
1003	0.9789473684	0.2363770979
1004	0.9789473684	0.2362775521
1005	0.9789473684	0.2359471159
1006	0.9789473684	0.2358323259
1007	0.9789473684	0.2355963572
1008	0.9789473684	0.2355821344
1009	0.9789473684	0.2353360391
1010	0.9789473684	0.2353314374
1011	0.9789473684	0.2350027831
1012	0.9789473684	0.2349708303
1013	0.9789473684	0.2347557341
1014	0.9789473684	0.2343392341
1015	0.9789473684	0.2341045803
1016	0.9789473684	0.2338127593
1017	0.9789473684	0.2337578092
1018	0.9789473684	0.2336674934
1019	0.9789473684	0.2335591496
1020	0.9789473684	0.2333555039
1021	0.9789473684	0.2332454573
1022	0.9789473684	0.2331652881
1023	0.9789473684	0.2328884001
1024	0.9789473684	0.2325715981
1025	0.9789473684	0.2325123949
1026	0.9789473684	0.2324072322
1027	0.9789473684	0.2323689854
1028	0.9789473684	0.2322298418
1029	0.9789473684	0.2320213503
1030	0.9789473684	0.231882283
1031	0.9789473684	0.2316359511
1032	0.9789473684	0.2313382563
1033	0.9789473684	0.231322518
1034	0.9789473684	0.2313167876
1035	0.9789473684	0.2310320345
1036	0.9789473684	0.2310021861
1037	0.9789473684	0.2309902732
1038	0.9789473684	0.2308369993
1039	0.9789473684	0.2306768727
1040	0.9789473684	0.2303715919
1041	0.9789473684	0.2303667368
1042	0.9789473684	0.2301708989
1043	0.9789473684	0.2299024057
1044	0.9789473684	0.2295794691
1045	0.9789473684	0.2293510091
1046	0.9789473684	0.2290307304
1047	0.9789473684	0.228952808
1048	0.9789473684	0.2288964053
1049	0.9789473684	0.2288438766
1050	0.9789473684	0.2284775674
1051	0.9789473684	0.2284272469
1052	0.9789473684	0.2282049849
1053	0.9789473684	0.2278437788
1054	0.9789473684	0.2277299134
1055	0.9789473684	0.2277014097
1056	0.9789473684	0.2276262678
1057	0.9789473684	0.227492545
1058	0.9789473684	0.2273498798
1059	0.9789473684	0.2272512151
1060	0.9789473684	0.2270618558
1061	0.9789473684	0.2269329724
1062	0.9789473684	0.2265983294
1063	0.9789473684	0.2263509866
1064	0.9789473684	0.2262672846
1065	0.9789473684	0.2260286698
1066	0.9789473684	0.2260039958
1067	0.9789473684	0.2257109729
1068	0.9789473684	0.2254931505
1069	0.9789473684	0.2254726377
1070	0.9789473684	0.2250904838
1071	0.9789473684	0.2249260994
1072	0.9789473684	0.2247233116
1073	0.9789473684	0.2247118978
1074	0.9789473684	0.2246137278
1075	0.9789473684	0.2243958562
1076	0.9789473684	0.2243891774
1077	0.9789473684	0.224170255
1078	0.9789473684	0.2240734335
1079	0.9789473684	0.2240435634
1080	0.9789473684	0.2239003187
1081	0.9789473684	0.2236750951
1082	0.9789473684	0.2233267885
1083	0.9789473684	0.2230633702
1084	0.9789473684	0.2230591297
1085	0.9789473684	0.2228452758
1086	0.9789473684	0.2228404327
1087	0.9789473684	0.2228048024
1088	0.9789473684	0.2225954141
1089	0.9789473684	0.2225752332
1090	0.9789473684	0.2224057734
1091	0.9789473684	0.2220863485
1092	0.9789473684	0.2220729331
1093	0.9789473684	0.2218497945
1094	0.9789473684	0.2216647492
1095	0.9789473684	0.2215602747
1096	0.9789473684	0.2213513048
1097	0.9789473684	0.2213466978
1098	0.9789473684	0.2212711595
1099	0.9789473684	0.2212427062
1100	0.9789473684	0.2211264225
1101	0.9789473684	0.2210599324
1102	0.9789473684	0.2210080183
1103	0.9789473684	0.2206801601
1104	0.9789473684	0.2205578645
1105	0.9789473684	0.2205460933
1106	0.9789473684	0.2204113463
1107	0.9789473684	0.2201492735
1108	0.9789473684	0.2200060332
1109	0.9842105263	0.2197911226
1110	0.9789473684	0.2196985478
1111	0.9789473684	0.2195390375
1112	0.9789473684	0.2193875384
1113	0.9789473684	0.2191951671
1114	0.9842105263	0.2189701069
1115	0.9842105263	0.2186820624
1116	0.9842105263	0.2184337085
1117	0.9842105263	0.2182742912
1118	0.9842105263	0.2179924435
1119	0.9842105263	0.2179881788
1120	0.9842105263	0.2179769909
1121	0.9842105263	0.2177644104
1122	0.9842105263	0.2177542607
1123	0.9842105263	0.2174827488
1124	0.9842105263	0.2172519037
1125	0.9842105263	0.2171397338
1126	0.9842105263	0.2171290295
1127	0.9842105263	0.2171116179
1128	0.9842105263	0.2168989717
1129	0.9842105263	0.2168509199
1130	0.9842105263	0.2165475628
1131	0.9842105263	0.2163759387
1132	0.9842105263	0.2162797154
1133	0.9842105263	0.2160804773
1134	0.9842105263	0.2158357114
1135	0.9842105263	0.215624564
1136	0.9842105263	0.2155552912
1137	0.9842105263	0.2154088321
1138	0.9842105263	0.2153349563
1139	0.9842105263	0.2151369671
1140	0.9842105263	0.2148925145
1141	0.9842105263	0.214583209
1142	0.9842105263	0.2143842565
1143	0.9842105263	0.2141464986
1144	0.9842105263	0.2138449441
1145	0.9842105263	0.213673235
1146	0.9842105263	0.2134965257
1147	0.9842105263	0.2132904588
1148	0.9842105263	0.2131235264
1149	0.9842105263	0.2131235242
1150	0.9842105263	0.2129791134
1151	0.9842105263	0.2126962377
1152	0.9842105263	0.2125951352
1153	0.9842105263	0.2123132183
1154	0.9842105263	0.2122300648
1155	0.9842105263	0.2122050987
1156	0.9842105263	0.2120442238
1157	0.9842105263	0.2117237485
1158	0.9842105263	0.2115529682
1159	0.9842105263	0.2114247134
1160	0.9842105263	0.2112634492
1161	0.9842105263	0.2111928919
1162	0.9842105263	0.2110385618
1163	0.9842105263	0.2108064949
1164	0.9842105263	0.2107672854
1165	0.9842105263	0.2106521492
1166	0.9842105263	0.2106428991
1167	0.9842105263	0.2104457177
1168	0.9842105263	0.2104075774
1169	0.9842105263	0.2102527347
1170	0.9842105263	0.2101032047
1171	0.9842105263	0.2100198386
1172	0.9842105263	0.2099768571
1173	0.9842105263	0.2099675486
1174	0.9842105263	0.2099296335
1175	0.9842105263	0.2099115177
1176	0.9842105263	0.2098572016
1177	0.9842105263	0.2097725002
1178	0.9842105263	0.2094477406
1179	0.9842105263	0.2093769319
1180	0.9842105263	0.2090353665
1181	0.9842105263	0.2089887363
1182	0.9842105263	0.2087713378
1183	0.9842105263	0.2085735976
1184	0.9842105263	0.2085509117
1185	0.9842105263	0.2085327355
1186	0.9842105263	0.2083925439
1187	0.9842105263	0.2082566119
1188	0.9842105263	0.2082113709
1189	0.9842105263	0.2081027498
1190	0.9842105263	0.2080798812
1191	0.9842105263	0.2078235134
1192	0.9842105263	0.2076349928
1193	0.9842105263	0.207560573
1194	0.9842105263	0.2075163406
1195	0.9842105263	0.2074066951
1196	0.9842105263	0.2073261054
1197	0.9842105263	0.2072254799
1198	0.9842105263	0.2069637713
1199	0.9842105263	0.206805794
1200	0.9842105263	0.2065896223
1201	0.9842105263	0.2064528237
1202	0.9842105263	0.2062296175
1203	0.9842105263	0.2060494521
1204	0.9842105263	0.206009297
1205	0.9842105263	0.205991879
1206	0.9842105263	0.2058323255
1207	0.9842105263	0.205810697
1208	0.9842105263	0.2056335618
1209	0.9842105263	0.2056082158
1210	0.9842105263	0.205347751
1211	0.9842105263	0.2051995108
1212	0.9842105263	0.2051533717
1213	0.9842105263	0.2049366713
1214	0.9842105263	0.204828135
1215	0.9842105263	0.2046443881
1216	0.9842105263	0.2045331195
1217	0.9842105263	0.2044806475
1218	0.9842105263	0.2043714531
1219	0.9842105263	0.2042437845
1220	0.9842105263	0.2041984532
1221	0.9842105263	0.2040259584
1222	0.9842105263	0.2037741592
1223	0.9842105263	0.2036392258
1224	0.9842105263	0.2033392151
1225	0.9842105263	0.2030504975
1226	0.9842105263	0.2028501233
1227	0.9842105263	0.2027288643
1228	0.9842105263	0.2027218817
1229	0.9842105263	0.2026339911
1230	0.9842105263	0.2024558048
1231	0.9842105263	0.2022195988
1232	0.9842105263	0.2019586368
1233	0.9842105263	0.201938481
1234	0.9842105263	0.2016846973
1235	0.9842105263	0.2015798083
1236	0.9842105263	0.2015471653
1237	0.9842105263	0.2014414204
1238	0.9842105263	0.2011677813
1239	0.9842105263	0.2011149714
1240	0.9842105263	0.2008788881
1241	0.9842105263	0.2007650118
1242	0.9842105263	0.2007413117
1243	0.9842105263	0.2005934105
1244	0.9842105263	0.2004304768
1245	0.9842105263	0.2002286891
1246	0.9842105263	0.2001996144
1247	0.9842105263	0.2001415267
1248	0.9842105263	0.1998759712
1249	0.9842105263	0.1997741922
1250	0.9842105263	0.1995315876
1251	0.9842105263	0.1993975845
1252	0.9842105263	0.1993764627
1253	0.9842105263	0.1992608818
1254	0.9842105263	0.1991081104
1255	0.9842105263	0.1989263823
1256	0.9842105263	0.1987595978
1257	0.9842105263	0.1986608907
1258	0.9842105263	0.1985483212
1259	0.9842105263	0.1984949963
1260	0.9842105263	0.1983027819
1261	0.9842105263	0.198121392
1262	0.9842105263	0.1980892158
1263	0.9842105263	0.1978155545
1264	0.9842105263	0.197799297
1265	0.9842105263	0.1977775948
1266	0.9842105263	0.1977606168
1267	0.9842105263	0.1976595968
1268	0.9842105263	0.1976188494
1269	0.9842105263	0.1974371401
1270	0.9842105263	0.1974053168
1271	0.9842105263	0.1972297803
1272	0.9842105263	0.1969908995
1273	0.9842105263	0.1967878794
1274	0.9842105263	0.196612842
1275	0.9842105263	0.1965480061
1276	0.9842105263	0.1963875404
1277	0.9842105263	0.1962673577
1278	0.9842105263	0.1962505713
1279	0.9842105263	0.1961926372
1280	0.9842105263	0.1960068039
1281	0.9842105263	0.195742656
1282	0.9842105263	0.1956862331
1283	0.9842105263	0.1955379039
1284	0.9842105263	0.1953726991
1285	0.9842105263	0.1951675181
1286	0.9842105263	0.1950162054
1287	0.9842105263	0.1949849013
1288	0.9842105263	0.1948828987
1289	0.9842105263	0.1947871173
1290	0.9842105263	0.1947432284
1291	0.9842105263	0.1946328683
1292	0.9842105263	0.1944593127
1293	0.9842105263	0.1942326733
1294	0.9842105263	0.1941098983
1295	0.9842105263	0.1939586946
1296	0.9842105263	0.1936741854
1297	0.9842105263	0.1935253038
1298	0.9842105263	0.1933272464
1299	0.9842105263	0.1933073549
1300	0.9842105263	0.1932919235
1301	0.9842105263	0.1931814558
1302	0.9842105263	0.1931241049
1303	0.9842105263	0.1928619346
1304	0.9842105263	0.1927621962
1305	0.9842105263	0.1926352804
1306	0.9842105263	0.1924850792
1307	0.9842105263	0.1924811187
1308	0.9842105263	0.1922113855
1309	0.9842105263	0.1919734376
1310	0.9842105263	0.1919138495
1311	0.9842105263	0.1919109022
1312	0.9842105263	0.1918812311
1313	0.9842105263	0.1915497231
1314	0.9842105263	0.191424592
1315	0.9842105263	0.1914085924
1316	0.9842105263	0.1912068573
1317	0.9842105263	0.19109115
1318	0.9842105263	0.1910788543
1319	0.9842105263	0.1909519887
1320	0.9842105263	0.1909337082
1321	0.9842105263	0.190769971
1322	0.9842105263	0.1905603765
1323	0.9842105263	0.1904407405
1324	0.9842105263	0.1904198759
1325	0.9842105263	0.1904128807
1326	0.9842105263	0.1904066485
1327	0.9842105263	0.1903101618
1328	0.9842105263	0.1902181845
1329	0.9842105263	0.1901993338
1330	0.9842105263	0.1901988043
1331	0.9842105263	0.190191644
1332	0.9842105263	0.1900083593
1333	0.9842105263	0.1900011834
1334	0.9842105263	0.189997818
1335	0.9842105263	0.1898880293
1336	0.9842105263	0.1897461762
1337	0.9842105263	0.1897276861
1338	0.9842105263	0.189721157
1339	0.9842105263	0.1896295793
1340	0.9842105263	0.1894690803
1341	0.9842105263	0.1894626961
1342	0.9842105263	0.1893822651
1343	0.9842105263	0.1891724927
1344	0.9842105263	0.1891536638
1345	0.9842105263	0.1888651829
1346	0.9842105263	0.1888025025
1347	0.9842105263	0.1885603785
1348	0.9842105263	0.1884440672
1349	0.9842105263	0.1882918837
1350	0.9842105263	0.1881356231
1351	0.9842105263	0.1880295887
1352	0.9842105263	0.1878541995
1353	0.9842105263	0.1877075752
1354	0.9842105263	0.1876447109
1355	0.9842105263	0.1875763546
1356	0.9842105263	0.1874728765
1357	0.9842105263	0.1874663374
1358	0.9842105263	0.1873094885
1359	0.9842105263	0.187080979
1360	0.9842105263	0.1870558517
1361	0.9842105263	0.1869748961
1362	0.9842105263	0.1867419214
1363	0.9842105263	0.1866218716
1364	0.9842105263	0.1865695149
1365	0.9842105263	0.1864359932
1366	0.9842105263	0.1863573483
1367	0.9842105263	0.1861263086
1368	0.9842105263	0.1860671404
1369	0.9842105263	0.1860548619
1370	0.9842105263	0.1860399892
1371	0.9842105263	0.1858555355
1372	0.9842105263	0.1858390368
1373	0.9842105263	0.1858034028
1374	0.9842105263	0.1855832768
1375	0.9842105263	0.1854303041
1376	0.9842105263	0.1854061331
1377	0.9842105263	0.1853330602
1378	0.9842105263	0.1853197445
1379	0.9842105263	0.1852188568
1380	0.9842105263	0.1851052685
1381	0.9842105263	0.1851028869
1382	0.9842105263	0.1850967537
1383	0.9842105263	0.1850719921
1384	0.9842105263	0.1849470261
1385	0.9842105263	0.1848613441
1386	0.9842105263	0.1848551309
1387	0.9842105263	0.1846946715
1388	0.9842105263	0.1846765766
1389	0.9842105263	0.1845135426
1390	0.9842105263	0.1844254459
1391	0.9842105263	0.1842730537
1392	0.9842105263	0.1841033612
1393	0.9842105263	0.1839968476
1394	0.9842105263	0.1838181674
1395	0.9842105263	0.1838067683
1396	0.9842105263	0.1837372106
1397	0.9842105263	0.1835846152
1398	0.9842105263	0.1833825392
1399	0.9842105263	0.1832812908
1400	0.9842105263	0.1832312874
1401	0.9842105263	0.1832253046
1402	0.9842105263	0.1832196711
1403	0.9842105263	0.1830718376
1404	0.9842105263	0.1829808126
1405	0.9842105263	0.1829211162
1406	0.9842105263	0.1827540525
1407	0.9842105263	0.182510167
1408	0.9842105263	0.1824666596
1409	0.9842105263	0.1823679615
1410	0.9842105263	0.1822672607
1411	0.9842105263	0.1821354675
1412	0.9842105263	0.1818964918
1413	0.9842105263	0.1818678889
1414	0.9842105263	0.1818074261
1415	0.9842105263	0.1818015204
1416	0.9842105263	0.1816857189
1417	0.9842105263	0.1815251506
1418	0.9842105263	0.1815178665
1419	0.9842105263	0.1813012228
1420	0.9842105263	0.1811708348
1421	0.9842105263	0.1810068163
1422	0.9842105263	0.1808652129
1423	0.9842105263	0.1807464917
1424	0.9894736842	0.1804910784
1425	0.9894736842	0.1804067163
1426	0.9894736842	0.1802849777
1427	0.9894736842	0.180174932
1428	0.9894736842	0.1800107199
1429	0.9894736842	0.1798479853
1430	0.9894736842	0.1798026266
1431	0.9894736842	0.1797992536
1432	0.9947368421	0.1796917035
1433	0.9947368421	0.1796864943
1434	0.9947368421	0.1794541626
1435	0.9947368421	0.1793682783
1436	0.9947368421	0.1793505173
1437	0.9947368421	0.1791933933
1438	0.9947368421	0.1791875647
1439	0.9947368421	0.1790342227
1440	0.9947368421	0.1790313687
1441	0.9947368421	0.1787625053
1442	0.9947368421	0.1785959975
1443	0.9947368421	0.1784932549
1444	0.9947368421	0.1783314858
1445	0.9947368421	0.1782350217
1446	0.9947368421	0.1781171532
1447	0.9947368421	0.1780195625
1448	0.9947368421	0.1779069856
1449	0.9947368421	0.1778316064
1450	0.9947368421	0.1778265391
1451	0.9947368421	0.1776284999
1452	0.9947368421	0.1775815289
1453	0.9947368421	0.1774214006
1454	0.9947368421	0.1773068616
1455	0.9947368421	0.1772262177
1456	0.9947368421	0.1771442589
1457	0.9947368421	0.1770287496
1458	0.9947368421	0.1769382564
1459	0.9947368421	0.1768132143
1460	0.9947368421	0.1767082944
1461	0.9947368421	0.1764972146
1462	0.9947368421	0.1764772131
1463	0.9947368421	0.1763051997
1464	0.9947368421	0.176152047
1465	0.9947368421	0.176069958
1466	0.9947368421	0.1759261475
1467	0.9947368421	0.1757977371
1468	0.9947368421	0.1755867131
1469	0.9947368421	0.1753963727
1470	0.9947368421	0.1753557155
1471	0.9947368421	0.1751850999
1472	0.9947368421	0.1750121843
1473	0.9947368421	0.1749667807
1474	0.9947368421	0.1749074706
1475	0.9947368421	0.1747834143
1476	0.9947368421	0.1746560842
1477	0.9947368421	0.1745807718
1478	0.9947368421	0.1744655547
1479	0.9947368421	0.1742607765
1480	0.9947368421	0.1741528795
1481	0.9947368421	0.1740431517
1482	0.9947368421	0.1738335815
1483	0.9947368421	0.1737241596
1484	0.9947368421	0.1737179045
1485	0.9947368421	0.1735883203
1486	0.9947368421	0.1734360703
1487	0.9947368421	0.1733619634
1488	0.9947368421	0.1732365939
1489	0.9947368421	0.1731422541
1490	0.9947368421	0.172868641
1491	0.9947368421	0.1726824
1492	0.9947368421	0.1726075371
1493	0.9947368421	0.1726043405
1494	0.9947368421	0.1724545599
1495	0.9947368421	0.172259937
1496	0.9947368421	0.1721629331
1497	0.9947368421	0.1719769722
1498	0.9947368421	0.1718833295
1499	0.9947368421	0.1717086797
